"Date","Open","High","Low","Close","Adj.Close","Volume"
1977-10-01,5264.740234,5264.740234,5108.279785,5120.52002,5120.52002,0
1977-11-01,5155.330078,5155.330078,4597.259766,4849.560059,4849.560059,0
1977-12-01,4898.009766,4913.120117,4778.529785,4863.009766,4863.009766,0
1978-01-01,4867.910156,5111.669922,4867.910156,5111.669922,5111.669922,0
1978-02-01,5138.470215,5222.660156,5061.819824,5222.660156,5222.660156,0
1978-03-01,5210.580078,5447.759766,5177.470215,5447.759766,5447.759766,0
1978-04-01,5430.330078,5555.839844,5430.330078,5534.180176,5534.180176,0
1978-05-01,5532.930176,5541.100098,5404.189941,5469.77002,5469.77002,0
1978-06-01,5476.240234,5543.140137,5472.100098,5543.140137,5543.140137,0
1978-07-01,5562.970215,5640.629883,5562.009766,5601.339844,5601.339844,0
1978-08-01,5585.410156,5585.410156,5480.77002,5585.410156,5585.410156,0
1978-09-01,5599.580078,5772.359863,5599.580078,5772.359863,5772.359863,0
1978-10-01,5780.859863,5926.819824,5727.910156,5902.930176,5902.930176,0
1978-11-01,5872.419922,5985.439941,5872.419922,5967.430176,5967.430176,0
1978-12-01,6002.740234,6097.259766,5873.169922,6001.850098,6001.850098,0
1979-01-01,6041.569824,6212.779785,6041.569824,6212.779785,6212.779785,0
1979-02-01,6200,6200,6023.640137,6072.879883,6072.879883,0
1979-03-01,5975.560059,6136.02002,5972.939941,6133.970215,6133.970215,0
1979-04-01,6088.990234,6223.140137,5925.870117,6223.140137,6223.140137,0
1979-05-01,6236.919922,6341.259766,6233.529785,6252.589844,6252.589844,0
1979-06-01,6176.930176,6258.040039,6065.189941,6247.259766,6247.259766,0
1979-07-01,6283.140137,6313.77002,6109.299805,6313.77002,6313.77002,0
1979-08-01,6322.680176,6452.560059,6322.680176,6436.129883,6436.129883,0
1979-09-01,6405.790039,6568.609863,6401.680176,6568.609863,6568.609863,0
1979-10-01,6577.890137,6577.890137,6207.890137,6444.129883,6444.129883,0
1979-11-01,6444.129883,6451.830078,6303.600098,6450.189941,6450.189941,0
1979-12-01,6475.549805,6569.470215,6443.97998,6569.470215,6569.470215,0
1980-01-01,6560.160156,6776.600098,6552.649902,6768.160156,6768.160156,0
1980-02-01,6777.640137,6839.859863,6739.430176,6764.890137,6764.890137,0
1980-03-01,6793.560059,6794.040039,6475.930176,6556.189941,6556.189941,0
1980-04-01,6502.799805,6904.810059,6502.799805,6865.560059,6865.560059,0
1980-05-01,6865.080078,6882.649902,6634.330078,6855.700195,6855.700195,0
1980-06-01,6862.700195,6870.700195,6761.25,6870.700195,6870.700195,0
1980-07-01,6824.350098,6863.839844,6708.490234,6819.629883,6819.629883,0
1980-08-01,6788.299805,6930.660156,6739.890137,6914.080078,6914.080078,0
1980-09-01,6889.540039,7076.459961,6889.540039,7076.459961,7076.459961,0
1980-10-01,7123.080078,7175.330078,7088.439941,7150.75,7150.75,0
1980-11-01,7149.370117,7188.279785,7102.47998,7123.620117,7123.620117,0
1980-12-01,7160.290039,7160.290039,7023.569824,7063.129883,7063.129883,0
1981-01-01,7150.950195,7315.330078,7137.589844,7254.009766,7254.009766,0
1981-02-01,7322.060059,7322.060059,7095.259766,7146.529785,7146.529785,0
1981-03-01,7155.580078,7334.310059,6956.52002,7334.310059,7334.310059,0
1981-04-01,7389.990234,7674.189941,7389.990234,7674.189941,7674.189941,0
1981-05-01,7575.609863,7576.180176,7264.009766,7539.689941,7539.689941,0
1981-06-01,7589.950195,7867.419922,7334.970215,7867.419922,7867.419922,0
1981-07-01,7894.930176,7927.359863,7717.069824,7828.259766,7828.259766,0
1981-08-01,7815.970215,8019.140137,7726.589844,7815.779785,7815.779785,0
1981-09-01,7735.709961,7735.709961,7037.120117,7455.5,7455.5,0
1981-10-01,7365.910156,7587.799805,7076.649902,7449.459961,7449.459961,0
1981-11-01,7539.629883,7674.919922,7502.580078,7549.330078,7549.330078,0
1981-12-01,7521.72998,7789.160156,7521.72998,7681.839844,7681.839844,0
1982-01-01,7718.839844,7926.549805,7631.77002,7918.819824,7918.819824,0
1982-02-01,7909.790039,7909.790039,7548.509766,7548.509766,7548.509766,0
1982-03-01,7327.439941,7474.419922,6889.529785,7260.47998,7260.47998,0
1982-04-01,7293.669922,7417.160156,7120.859863,7390.709961,7390.709961,0
1982-05-01,7457.109863,7619.390137,7325.089844,7325.649902,7325.649902,0
1982-06-01,7368.660156,7368.660156,7091.109863,7213.870117,7213.870117,0
1982-07-01,7179.379883,7237.799805,6961.910156,7122.080078,7122.080078,0
1982-08-01,7208.290039,7213.410156,6864.560059,7123.379883,7123.379883,0
1982-09-01,7152.549805,7219.330078,6910.72998,6910.72998,6910.72998,0
1982-10-01,6849.779785,7414.799805,6849.779785,7259.149902,7259.149902,0
1982-11-01,7334.640137,7936.189941,7334.640137,7895.620117,7895.620117,0
1982-12-01,7966.77002,8026.990234,7772.319824,8016.669922,8016.669922,0
1983-01-01,8021.399902,8172.660156,7803.180176,8103.470215,8103.470215,0
1983-02-01,8105.52002,8145.410156,7918.160156,8085.569824,8085.569824,0
1983-03-01,7988.850098,8478.700195,7988.850098,8478.700195,8478.700195,0
1983-04-01,8469,8636.55957,8420.339844,8636.55957,8636.55957,0
1983-05-01,8704.389648,8719.879883,8528.639648,8617.570313,8617.570313,0
1983-06-01,8549.700195,8900.040039,8445.450195,8870.950195,8870.950195,0
1983-07-01,8935.660156,9112.070313,8866.660156,9078.75,9078.75,0
1983-08-01,9015.580078,9203.75,8874.219727,9189.429688,9189.429688,0
1983-09-01,9228.349609,9445.320313,9141.25,9402.589844,9402.589844,0
1983-10-01,9450.099609,9563.25,9232.769531,9356.790039,9356.790039,0
1983-11-01,9350.910156,9430.80957,9244.240234,9320.240234,9320.240234,0
1983-12-01,9336.599609,9893.820313,9336.599609,9893.820313,9893.820313,0
1984-01-01,9927.110352,10235.730469,9927.110352,10196.099609,10196.099609,0
1984-02-01,10200.80957,10200.80957,9830.469727,10030.700195,10030.700195,0
1984-03-01,9920.269531,10929.169922,9920.269531,10929.169922,10929.169922,0
1984-04-01,11050.19043,11050.19043,10761.820313,10981.679688,10981.679688,0
1984-05-01,11019.089844,11190.169922,9940.139648,9940.139648,9940.139648,0
1984-06-01,9913.169922,10377.969727,9913.169922,10377.969727,10377.969727,0
1984-07-01,10410.870117,10461.910156,9703.349609,9998.5,9998.5,0
1984-08-01,9948.400391,10586.269531,9948.400391,10584.200195,10584.200195,0
1984-09-01,10630.080078,10649.25,10458.490234,10649.25,10649.25,0
1984-10-01,10653.790039,11252.980469,10540.049805,11252.980469,11252.980469,0
1984-11-01,11169.55957,11428.900391,11162.959961,11428.900391,11428.900391,0
1984-12-01,11513.580078,11577.44043,11250.830078,11542.599609,11542.599609,0
1985-01-01,11543,11992.30957,11543,11992.30957,11992.30957,0
1985-02-01,11946.959961,12321.919922,11823.429688,12321.919922,12321.919922,0
1985-03-01,12412.139648,12604.019531,12263.849609,12580.759766,12580.759766,0
1985-04-01,12677.150391,12683.259766,12052.820313,12426.290039,12426.290039,0
1985-05-01,12456.650391,12790.269531,12358.030273,12758.459961,12758.459961,0
1985-06-01,12473.410156,12910.290039,12473.410156,12882.089844,12882.089844,0
1985-07-01,12919.030273,13029.650391,12232.269531,12232.269531,12232.269531,0
1985-08-01,12538.339844,12734.049805,12326.709961,12713.150391,12713.150391,0
1985-09-01,12726.639648,12756,12453.849609,12700,12700,0
1985-10-01,12685.360352,13055.519531,12685.360352,12936.469727,12936.469727,0
1985-11-01,12808.099609,12892.400391,12589.509766,12763.269531,12763.269531,0
1985-12-01,12796.919922,13128.94043,12774.549805,13083.179688,13083.179688,0
1986-01-01,13053.790039,13056.419922,12881.5,13024.299805,13024.299805,0
1986-02-01,13086.469727,13642.139648,13086.469727,13640.830078,13640.830078,0
1986-03-01,13757.629883,15859.75,13757.629883,15859.75,15859.75,0
1986-04-01,15745.870117,15827.280273,15014.05957,15825.5,15825.5,0
1986-05-01,15782.650391,16670.769531,15689.980469,16670.769531,16670.769531,0
1986-06-01,16739.269531,17654.189453,16669.539063,17654.189453,17654.189453,0
1986-07-01,17622.740234,18050.589844,17469.820313,17509.710938,17509.710938,0
1986-08-01,17321.929688,18936.240234,17263.099609,18533.679688,18533.679688,0
1986-09-01,18820.75,18820.75,17336.619141,17852.859375,17852.859375,0
1986-10-01,17564.390625,17650.230469,15819.549805,16910.630859,16910.630859,0
1986-11-01,16902,18326,16713.710938,18326,18326,0
1986-12-01,18307.980469,18933.070313,18190.970703,18701,18701,0
1987-01-01,18820.550781,20048.349609,18544.050781,20024,20024,0
1987-02-01,20072.089844,20767,19457,20767,20767,0
1987-03-01,20933.820313,22184,20933.820313,21566.660156,21566.660156,0
1987-04-01,22040.179688,24097.789063,22040.179688,23274.830078,23274.830078,0
1987-05-01,23680.890625,24902,23419.599609,24902,24902,0
1987-06-01,24992.779297,25929.419922,24176.400391,24176.400391,24176.400391,0
1987-07-01,24252.380859,24636.460938,22702.740234,24488.109375,24488.109375,0
1987-08-01,24492,26048,24172.599609,26029.220703,26029.220703,0
1987-09-01,26118.419922,26118.419922,24795.240234,26010.880859,26010.880859,0
1987-10-01,25721.740234,26646.429688,21910.080078,23329,23329,0
1987-11-01,23358.599609,23358.599609,21036.759766,22686.779297,22686.779297,0
1987-12-01,22832.890625,23280.839844,21515,21564,21564,0
1988-01-01,21217.039063,23728,21217.039063,23719,23719,0
1988-02-01,23732.320313,25289,23595.369141,25242.810547,25242.810547,0
1988-03-01,25435.900391,26320.070313,25284,26260.259766,26260.259766,0
1988-04-01,26104.220703,27510,26064,27510,27510,0
1988-05-01,27520.710938,27967.25,26928.820313,27416.699219,27416.699219,0
1988-06-01,27427.789063,28394.720703,27177.539063,27769.400391,27769.400391,0
1988-07-01,27779.160156,28206.919922,27109.310547,28200,28200,0
1988-08-01,28234.460938,28475.679688,27265.779297,27365.949219,27365.949219,0
1988-09-01,27329.400391,28034.029297,26701.439453,27923.669922,27923.669922,0
1988-10-01,27935,28045.779297,26962.560547,27982.539063,27982.539063,0
1988-11-01,27976.429688,29579.869141,27767.429688,29578.900391,29578.900391,0
1988-12-01,29614.199219,30264.359375,29292.210938,30159,30159,0
1989-01-01,30165.519531,31743.220703,30082.810547,31581.300781,31581.300781,0
1989-02-01,31576.929688,32597.900391,31303.720703,31985.599609,31985.599609,0
1989-03-01,32006.910156,32963.710938,31343.550781,32838.679688,32838.679688,0
1989-04-01,32862.511719,33737.671875,32703.830078,33713.351563,33713.351563,0
1989-05-01,33721.578125,34337.941406,33582.429688,34266.75,34266.75,0
1989-06-01,34294.398438,34327.800781,32605.599609,32948.691406,32948.691406,0
1989-07-01,32894.640625,34954.75,32696.539063,34953.871094,34953.871094,0
1989-08-01,34949.671875,35191.558594,34244.429688,34431.199219,34431.199219,0
1989-09-01,34439.011719,35778.03125,33955.140625,35636.761719,35636.761719,0
1989-10-01,35671.691406,35771.179688,34460.871094,35549.441406,35549.441406,0
1989-11-01,35545.03125,37268.789063,35098.78125,37268.789063,37268.789063,0
1989-12-01,37284.371094,38957.441406,37058.601563,38915.871094,38915.871094,0
1990-01-01,38921.648438,38950.769531,36365.171875,37188.949219,37188.949219,0
1990-02-01,37242.03125,37886.691406,32443.179688,34591.988281,34591.988281,0
1990-03-01,34587.269531,34587.859375,28830.369141,29980.449219,29980.449219,0
1990-04-01,29979.960938,30524.189453,27251.039063,29584.800781,29584.800781,0
1990-05-01,29593.580078,33227.941406,29519.25,33130.800781,33130.800781,0
1990-06-01,33110.371094,33344.921875,31086.339844,31940.240234,31940.240234,0
1990-07-01,31924.029297,33186.800781,30296.550781,31035.660156,31035.660156,0
1990-08-01,31086.140625,31371.529297,23547.269531,25978.369141,25978.369141,0
1990-09-01,26014.130859,26163.490234,20671.009766,20983.5,20983.5,0
1990-10-01,20986.070313,25485.849609,19781.699219,25194.099609,25194.099609,0
1990-11-01,25159.949219,25159.949219,21933.990234,22454.630859,22454.630859,0
1990-12-01,22456.869141,25063.859375,21626.640625,23848.710938,23848.710938,0
1991-01-01,23827.480469,24109.890625,22099.519531,23293.140625,23293.140625,0
1991-02-01,23270.630859,26709.800781,22859.650391,26409.220703,26409.220703,0
1991-03-01,26389.25,27270.330078,25785.970703,26292.039063,26292.039063,0
1991-04-01,26237.789063,27092.019531,25913.599609,26111.25,26111.25,0
1991-05-01,26193.609375,26648.580078,25227.640625,25789.619141,25789.619141,0
1991-06-01,25840.910156,26017.160156,23214.570313,23290.960938,23290.960938,0
1991-07-01,23376.529297,24322.439453,21731.150391,24120.75,24120.75,0
1991-08-01,24074.310547,24084.310547,21309.480469,22335.869141,22335.869141,0
1991-09-01,22328.849609,24157.609375,22175.050781,23916.439453,23916.439453,0
1991-10-01,23909.75,25254.800781,23860.669922,25222.279297,25222.279297,0
1991-11-01,25167.130859,25167.130859,22538.330078,22687.349609,22687.349609,0
1991-12-01,22645.519531,23022.349609,21123.900391,22983.769531,22983.769531,0
1992-01-01,23030.660156,23901.890625,20638.039063,22023.050781,22023.050781,0
1992-02-01,22075.859375,22373.080078,20485.720703,21338.810547,21338.810547,0
1992-03-01,21348.130859,21550.859375,19343.339844,19345.949219,19345.949219,0
1992-04-01,19325.470703,19325.470703,16572.460938,17390.710938,17390.710938,0
1992-05-01,17374.949219,19003.609375,17273.380859,18347.75,18347.75,0
1992-06-01,18327.679688,18502.609375,15641.610352,15951.730469,15951.730469,0
1992-07-01,15960.55957,17274.490234,15024.589844,15910.280273,15910.280273,0
1992-08-01,15902.75,18168.810547,14194.400391,18061.119141,18061.119141,0
1992-09-01,18058.109375,19284.119141,17396.429688,17399.080078,17399.080078,0
1992-10-01,17422.470703,17714.039063,16675.230469,16767.400391,16767.400391,0
1992-11-01,16732.5,17683.650391,15941.929688,17683.650391,17683.650391,0
1992-12-01,17675.029297,17787.560547,16891.939453,16924.949219,16924.949219,0
1993-01-01,16980.230469,17177.689453,16216.110352,17023.779297,17023.779297,0
1993-02-01,17037.519531,17419.179688,16750.880859,16953.349609,16953.349609,0
1993-03-01,16956.460938,19126.380859,16721.480469,18591.449219,18591.449219,0
1993-04-01,18595.519531,20919.179688,18526.650391,20919.179688,20919.179688,0
1993-05-01,20939.460938,21224.779297,20122.779297,20552.349609,20552.349609,0
1993-06-01,20531.869141,21222.769531,19039.550781,19590,19590,0
1993-07-01,19638.789063,20545.75,19545.449219,20380.140625,20380.140625,0
1993-08-01,20392.740234,21029.699219,20231.320313,21026.599609,21026.599609,0
1993-09-01,20964.099609,21281.029297,19927.689453,20105.710938,20105.710938,0
1993-10-01,20096.609375,20529.550781,19443.539063,19702.970703,19702.970703,0
1993-11-01,19656.970703,19656.970703,15671.969727,16406.539063,16406.539063,0
1993-12-01,16449.939453,18052.210938,16216.820313,17417.240234,17417.240234,0
1994-01-01,17421.640625,20229.119141,17242.320313,20229.119141,20229.119141,0
1994-02-01,20256.330078,20526.449219,18768.980469,19997.199219,19997.199219,0
1994-03-01,20052.609375,20781.980469,19082.820313,19111.919922,19111.919922,0
1994-04-01,19161.630859,20494.599609,18896.480469,19725.25,19725.25,0
1994-05-01,19648.529297,21048.609375,19488.900391,20973.589844,20973.589844,0
1994-06-01,20988.900391,21573.210938,20168.529297,20643.929688,20643.929688,0
1994-07-01,20618.220703,20907.580078,19993.699219,20449.390625,20449.390625,0
1994-08-01,20422.179688,20875.779297,20271.349609,20628.529297,20628.529297,0
1994-09-01,20634.330078,20700.539063,19414.080078,19563.810547,19563.810547,0
1994-10-01,19579.720703,20176.640625,19487.699219,19989.599609,19989.599609,0
1994-11-01,19929.490234,19929.490234,18666.130859,19075.619141,19075.619141,0
1994-12-01,19061.210938,19833.220703,18822.560547,19723.060547,19723.060547,0
1995-01-01,19724.759766,19724.759766,17698.75,18649.820313,18649.820313,0
1995-02-01,18646.919922,18868.929688,16518.460938,17053.429688,17053.429688,0
1995-03-01,17017.910156,17161.880859,15424.110352,16139.950195,16139.950195,0
1995-04-01,16079.639648,17110.400391,15256.05957,16806.75,16806.75,0
1995-05-01,16820.380859,17189.539063,15292.429688,15436.790039,15436.790039,0
1995-06-01,15480.570313,16015.929688,14376.080078,14517.400391,14517.400391,0
1995-07-01,14519.400391,17018.349609,14295.900391,16677.529297,16677.529297,0
1995-08-01,16644.740234,18299.710938,16274.339844,18117.220703,18117.220703,0
1995-09-01,18053.240234,18847.890625,17503.359375,17913.060547,17913.060547,0
1995-10-01,17921.380859,18547.429688,17337.189453,17654.640625,17654.640625,0
1995-11-01,17622.660156,18846.75,17408.929688,18744.419922,18744.419922,0
1995-12-01,18752.189453,20023.519531,18695.890625,19868.150391,19868.150391,0
1996-01-01,19945.679688,21021.630859,19945.679688,20812.740234,20812.740234,0
1996-02-01,20806.359375,21156.769531,19878.910156,20125.369141,20125.369141,0
1996-03-01,20093.779297,21486.330078,19627.570313,21406.849609,21406.849609,0
1996-04-01,21451.070313,22347.869141,21349.679688,22041.300781,22041.300781,0
1996-05-01,22030.75,22311.289063,21170.720703,21956.189453,21956.189453,0
1996-06-01,21970.560547,22750.699219,21588.519531,22530.75,22530.75,0
1996-07-01,22568.429688,22600.080078,20627.609375,20692.830078,20692.830078,0
1996-08-01,20665.189453,21398.009766,20092.240234,20166.900391,20166.900391,0
1996-09-01,20186.599609,21603.910156,19920.019531,21556.400391,21556.400391,0
1996-10-01,21532.539063,21788.580078,20449.990234,20466.859375,20466.859375,0
1996-11-01,20498,21460.570313,20388.099609,21020.359375,21020.359375,0
1996-12-01,21034.939453,21067.679688,18819.919922,19361.349609,19361.349609,0
1997-01-01,19364.240234,19500.900391,17019.560547,18330.009766,18330.009766,0
1997-02-01,18307.949219,19229.490234,17792.470703,18557,18557,0
1997-03-01,18517.169922,18750.25,17616.789063,18003.400391,18003.400391,0
1997-04-01,17934.789063,19194.820313,17447.640625,19151.119141,19151.119141,0
1997-05-01,19232.320313,20612.259766,19187.720703,20068.810547,20068.810547,0
1997-06-01,20083.509766,20910.789063,20040.699219,20604.960938,20604.960938,0
1997-07-01,20561.560547,20698.669922,19495.849609,20331.429688,20331.429688,0
1997-08-01,20344.630859,20399.140625,17973.900391,18229.419922,18229.419922,0
1997-09-01,18215.220703,18775.080078,17563.660156,17887.710938,17887.710938,0
1997-10-01,17820.380859,17936.859375,16082.320313,16458.939453,16458.939453,0
1997-11-01,16494.009766,17006.089844,14966.129883,16636.259766,16636.259766,0
1997-12-01,16593.509766,17117.779297,14488.209961,15258.740234,15258.740234,0
1998-01-01,15268.929688,17352.949219,14546.25,16628.470703,16628.470703,0
1998-02-01,16685.009766,17256.240234,15932.469727,16831.669922,16831.669922,0
1998-03-01,16901,17352.349609,16178.219727,16527.169922,16527.169922,0
1998-04-01,16433.369141,16623.779297,15334.469727,15641.259766,15641.259766,0
1998-05-01,15656.139648,15972.879883,15020.049805,15670.780273,15670.780273,0
1998-06-01,15670.730469,15830.469727,14614.740234,15830.269531,15830.269531,0
1998-07-01,15852.099609,16756.890625,15739.759766,16378.969727,16378.969727,0
1998-08-01,16303.599609,16303.599609,13792.759766,14107.889648,14107.889648,0
1998-09-01,13979.820313,15294.259766,13406.389648,13406.389648,13406.389648,0
1998-10-01,13377.240234,14742.44043,12787.900391,13564.509766,13564.509766,0
1998-11-01,13648.280273,15320.230469,13648.280273,14883.700195,14883.700195,0
1998-12-01,14821.530273,15011.089844,13657.030273,13842.169922,13842.169922,0
1999-01-01,13779.049805,14628.879883,13122.610352,14499.25,14499.25,0
1999-02-01,14544.120117,14641.410156,13769.25,14367.540039,14367.540039,0
1999-03-01,14362.860352,16437.230469,13921.05957,15836.589844,15836.589844,0
1999-04-01,15868.049805,17166.060547,15813.410156,16701.529297,16701.529297,0
1999-05-01,16762.779297,17300.609375,15886.620117,16111.650391,16111.650391,0
1999-06-01,16090.150391,17958.339844,16026.950195,17529.740234,17529.740234,0
1999-07-01,17607.599609,18623.150391,17367.080078,17861.859375,17861.859375,0
1999-08-01,17827.240234,18397.929688,17040.720703,17436.560547,17436.560547,0
1999-09-01,17479.570313,17988.589844,16652.039063,17605.460938,17605.460938,0
1999-10-01,17589.730469,18228.390625,17178.470703,17942.080078,17942.080078,0
1999-11-01,17982.390625,19036.080078,17857.109375,18558.230469,18558.230469,0
1999-12-01,18563.259766,18960.330078,18006.320313,18934.339844,18934.339844,0
2000-01-01,18937.449219,19595.830078,18068.099609,19539.699219,19539.699219,0
2000-02-01,19536.679688,20046.140625,19266.960938,19959.519531,19959.519531,0
2000-03-01,20030.080078,20809.789063,18765.880859,20337.320313,20337.320313,0
2000-04-01,20327.789063,20833.210938,17926.429688,17973.699219,17973.699219,0
2000-05-01,17979.25,18586.160156,15870.25,16332.450195,16332.450195,0
2000-06-01,16320.080078,17511.320313,16289.919922,17411.050781,17411.050781,0
2000-07-01,17451.650391,17661.109375,15394.709961,15727.490234,15727.490234,0
2000-08-01,15784.599609,17210.800781,15557.330078,16861.259766,16861.259766,0
2000-09-01,16915.039063,17018.519531,15621.879883,15747.259766,15747.259766,0
2000-10-01,15735.709961,16192.780273,14333.160156,14539.599609,14539.599609,0
2000-11-01,14557.450195,15602.389648,14172.639648,14648.509766,14648.509766,0
2000-12-01,14600.530273,15273.400391,13182.509766,13785.69043,13785.69043,0
2001-01-01,13898.089844,14186.620117,13123.80957,13843.549805,13843.549805,0
2001-02-01,13740.919922,13862.290039,12784.169922,12883.540039,12883.540039,0
2001-03-01,12811.519531,13867.580078,11433.879883,12999.700195,12999.700195,0
2001-04-01,13057.650391,14099.490234,12579.55957,13934.320313,13934.320313,0
2001-05-01,14096.320313,14556.110352,13216.570313,13262.139648,13262.139648,0
2001-06-01,13365.080078,13510.700195,12511.660156,12969.049805,12969.049805,0
2001-07-01,12929.660156,12929.660156,11531.679688,11860.769531,11860.769531,0
2001-08-01,11920.639648,12407.370117,10684.160156,10713.509766,10713.509766,0
2001-09-01,10729.599609,10812.889648,9382.950195,9774.679688,9774.679688,0
2001-10-01,9766.75,11052.009766,9604.089844,10366.339844,10366.339844,0
2001-11-01,10430.589844,11186.75,9955.089844,10697.44043,10697.44043,0
2001-12-01,10694.650391,11052.509766,10170.900391,10542.620117,10542.620117,0
2002-01-01,10631,10979.919922,9843.120117,9997.799805,9997.799805,0
2002-02-01,10026.959961,10798.669922,9420.849609,10587.830078,10587.830078,0
2002-03-01,10641.360352,12034.040039,10540.30957,11024.94043,11024.94043,0
2002-04-01,11106.070313,11812.990234,10896.120117,11492.540039,11492.540039,0
2002-05-01,11540.089844,12081.429688,11250.860352,11763.700195,11763.700195,0
2002-06-01,11804.040039,11905.160156,10060.719727,10621.839844,10621.839844,795700
2002-07-01,10655,11050.69043,9547.849609,9877.94043,9877.94043,1140500
2002-08-01,9912.589844,10162.299805,9439.410156,9619.299805,9619.299805,987400
2002-09-01,9564.900391,9884.599609,8969.259766,9383.290039,9383.290039,1001300
2002-10-01,9289.530273,9293.860352,8197.219727,8640.480469,8640.480469,1057900
2002-11-01,8651.669922,9294.099609,8246.530273,9215.55957,9215.55957,1119100
2002-12-01,9208.610352,9320.110352,8256.519531,8578.950195,8578.950195,911500
2003-01-01,8669.889648,8829.05957,8237.030273,8339.94043,8339.94043,1051300
2003-02-01,8285.549805,8821.30957,8253.759766,8363.040039,8363.040039,977500
2003-03-01,8397.150391,8509.429688,7824.819824,7972.709961,7972.709961,1062200
2003-04-01,7907.129883,8249.980469,7603.759766,7831.419922,7831.419922,1133400
2003-05-01,7804.029785,8461.730469,7745.689941,8424.509766,8424.509766,1234700
2003-06-01,8490.219727,9188.950195,8488.889648,9083.110352,9083.110352,1717500
2003-07-01,9097.610352,10070.110352,9078.740234,9563.209961,9563.209961,1894200
2003-08-01,9646.660156,10415.530273,9224.049805,10343.549805,10343.549805,1736200
2003-09-01,10399.530273,11160.19043,10148.360352,10219.049805,10219.049805,1829800
2003-10-01,10232.570313,11238.629883,10173.540039,10559.589844,10559.589844,1960300
2003-11-01,10693.660156,10869.349609,9614.599609,10100.570313,10100.570313,1273100
2003-12-01,10006.129883,10681.280273,9859,10676.639648,10676.639648,1274000
2004-01-01,10787.830078,11193.639648,10665.150391,10783.610352,10783.610352,1436200
2004-02-01,10784.929688,11069.280273,10299.429688,11041.919922,11041.919922,1282100
2004-03-01,11112.679688,11869,11045.94043,11715.389648,11715.389648,2429300
2004-04-01,11756.160156,12195.660156,11623.650391,11761.790039,11761.790039,2430200
2004-05-01,11777.44043,11785.259766,10489.839844,11236.370117,11236.370117,1696200
2004-06-01,11204.69043,11887.950195,10963.55957,11858.870117,11858.870117,1704500
2004-07-01,11933.330078,11988.120117,11018.790039,11325.780273,11325.780273,1373300
2004-08-01,11274.450195,11279.709961,10545.889648,11081.790039,11081.790039,1481800
2004-09-01,11104.849609,11357.849609,10737.780273,10823.570313,10823.570313,1666700
2004-10-01,10893.19043,11410.400391,10575.230469,10771.419922,10771.419922,1588400
2004-11-01,10731.019531,11268.80957,10690.950195,10899.25,10899.25,1400600
2004-12-01,10790.450195,11500.950195,10721.589844,11488.759766,11488.759766,1437800
2005-01-01,11458.269531,11580.69043,11212.629883,11387.589844,11387.589844,1616200
2005-02-01,11422.019531,11754.900391,11271.040039,11740.599609,11740.599609,1665700
2005-03-01,11734.139648,11975.459961,11506.849609,11668.950195,11668.950195,2032200
2005-04-01,11590.450195,11911.900391,10770.580078,11008.900391,11008.900391,1675000
